Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:Acpitz,2","Temp:Acpitz,3","Temp:Edge,0","Temp:Local_F75303@4D,0","Temp:Cpu_F75303@4D,0","Temp:Ddr_F75303@4D,0","Temp:Cpu@4C,0","Temp:Iwlwifi_1,0","Temp:Tctl,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Sensor2,0","Temp:Spd5118,0","Temp:Spd5118,1",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,"Fan:cros_ec,0","Fan:framework_laptop,0"
2025-03-17_13:07:17,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.5,45.9,39.9,41.9,47.8,38.8,4167.0,4167.1,4167.0,4167.0,4167.0,4167.1,4167.1,4167.1,4167.1,4167.1,4167.0,4167.1,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:07:19,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.4,45.9,39.9,41.9,47.8,39.0,4167.0,4167.1,4167.0,4167.0,4167.1,4167.0,4167.0,4166.6,4167.0,4167.0,4167.0,4167.1,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6182,6182
2025-03-17_13:07:21,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.4,45.9,39.9,41.9,47.8,39.0,4167.0,4167.0,4167.1,4167.1,4167.1,4167.0,4167.1,4167.1,4167.0,4167.0,4167.0,4167.1,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5585,5585
2025-03-17_13:07:23,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.2,45.9,39.9,41.9,47.8,39.0,4167.0,4167.1,4167.1,4167.0,4167.0,4167.1,4167.1,4166.7,4167.1,4167.1,4167.0,4167.1,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:07:25,48.8,52.8,38.8,89.8,70.0,48.9,52.9,38.9,89.8,31.0,90.1,45.9,39.9,41.9,47.8,39.0,4167.1,4167.0,4167.0,4167.1,4167.0,4167.1,4167.1,4167.0,4167.1,4167.0,4167.1,4167.0,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:07:27,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.2,45.9,39.9,41.9,47.8,39.0,4167.1,4167.1,4167.1,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6068,6068
2025-03-17_13:07:29,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,31.0,90.1,45.9,39.9,41.9,47.8,39.0,4167.1,4167.1,4167.1,4167.0,4167.0,4167.1,4167.0,4167.1,4167.0,4167.1,4167.1,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:07:32,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.1,46.9,40.9,41.9,47.8,39.0,4167.0,4167.0,4167.0,4167.1,4167.1,4167.1,4167.0,4167.1,4167.1,4167.1,4167.0,4167.0,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:07:34,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,29.0,90.2,46.9,40.9,41.9,47.8,39.0,4138.2,4131.1,4131.5,4131.0,4131.0,4131.1,4131.0,4131.4,4131.5,4131.4,4131.4,4131.4,4131.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:07:36,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.1,46.9,40.9,41.9,47.8,39.0,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.2,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:07:38,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.1,46.9,40.9,41.9,47.8,39.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.1,4167.0,4166.9,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6068,6068
2025-03-17_13:07:40,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,29.0,90.1,46.9,40.9,41.9,47.8,39.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:07:42,48.8,52.8,38.8,89.8,70.0,48.9,52.9,38.9,89.8,30.0,90.1,46.9,40.9,41.9,47.8,39.0,4167.0,4167.0,4167.0,4167.1,4167.1,4167.0,4167.0,4166.8,4167.1,4167.0,4167.1,4167.1,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:07:44,48.8,52.8,38.8,89.8,70.0,48.9,52.9,38.9,89.8,30.0,90.0,46.9,40.9,41.9,47.8,39.0,4167.1,4167.1,4167.0,4166.5,4167.0,4167.0,4167.1,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5682,5682
2025-03-17_13:07:46,48.8,52.8,38.8,89.8,70.0,48.9,52.9,38.9,89.8,30.0,90.0,46.9,40.9,41.9,47.8,39.0,4167.0,4167.1,4167.1,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.1,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5649,5649
2025-03-17_13:07:48,48.8,51.8,38.8,89.8,70.0,48.9,51.9,38.9,89.8,30.0,90.0,46.9,40.9,41.9,47.8,39.0,4152.5,4192.0,4191.9,4191.9,4192.0,4192.0,4191.9,4192.0,4191.9,4191.9,4192.0,4191.9,4191.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:07:50,48.8,52.8,38.8,88.8,69.0,48.9,52.9,38.9,88.8,32.0,88.9,46.9,40.9,41.9,47.8,39.0,4167.0,4167.0,4167.0,4167.0,4167.0,4166.9,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5585,5585
2025-03-17_13:07:52,48.8,52.8,39.8,88.8,70.0,48.9,52.9,39.9,88.8,32.0,90.0,46.9,40.9,41.9,47.8,39.0,4142.1,4142.1,4142.1,4142.0,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6221,6221
2025-03-17_13:07:55,48.8,52.8,39.8,88.8,70.0,48.9,52.9,39.9,88.8,30.0,89.8,46.9,40.9,41.9,47.8,39.0,4167.0,4167.1,4167.1,4167.1,4167.1,4167.0,4167.0,4167.0,4167.1,4167.1,4167.1,4167.1,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,6261,6261
2025-03-17_13:07:57,48.8,52.8,39.8,87.8,70.0,48.9,52.9,39.9,87.8,30.0,89.0,46.9,40.9,41.9,47.8,39.2,4167.0,4167.0,4167.0,4167.1,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6221,6221
2025-03-17_13:07:59,48.8,51.8,39.8,88.8,70.0,48.9,51.9,39.9,88.8,30.0,89.8,46.9,40.9,41.9,47.8,39.2,4167.0,4167.0,4167.1,4167.0,4167.1,4167.0,4167.0,4167.0,4167.0,4167.1,4166.8,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5682,5682
2025-03-17_13:08:01,48.8,51.8,38.8,89.8,70.0,48.9,51.9,38.9,89.8,30.0,90.1,46.9,40.9,41.9,47.8,39.2,4167.1,4144.4,4144.4,4144.7,4144.7,4144.7,4144.7,4143.6,4144.4,4144.4,4144.4,4144.4,4144.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5617,5617
2025-03-17_13:08:03,48.8,51.8,39.8,89.8,71.0,48.9,51.9,39.9,89.8,30.0,90.4,46.9,40.9,41.9,47.8,39.2,4142.1,4135.8,4135.8,4135.8,4135.7,4135.8,4135.7,4136.0,4135.8,4136.1,4135.8,4135.8,4135.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5585,5585
2025-03-17_13:08:05,48.8,51.8,39.8,89.8,70.0,48.9,51.9,39.9,89.8,30.0,90.5,46.9,40.9,41.9,47.8,39.2,4167.1,4166.5,4166.5,4166.5,4166.5,4166.5,4166.5,4166.4,4166.5,4166.5,4166.5,4166.4,4166.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5553,5553
2025-03-17_13:08:07,48.8,51.8,39.8,89.8,71.0,48.9,51.9,39.9,89.8,30.0,90.8,46.9,40.9,42.9,47.8,39.2,4191.8,4191.9,4191.9,4191.9,4191.8,4191.8,4191.9,4191.5,4191.9,4191.9,4191.8,4191.9,4191.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5617,5617
2025-03-17_13:08:09,48.8,51.8,39.8,89.8,71.0,48.9,51.9,39.9,89.8,31.0,90.8,46.9,40.9,41.9,47.8,39.2,4126.4,4142.0,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5585,5585
2025-03-17_13:08:11,48.8,51.8,39.8,89.8,71.0,48.9,51.9,39.9,89.8,30.0,90.9,46.9,40.9,41.9,47.8,39.2,4125.3,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5617,5617
2025-03-17_13:08:13,48.8,52.8,39.8,90.8,71.0,48.9,52.9,39.9,90.8,29.0,91.0,46.9,40.9,41.9,47.8,39.2,4167.0,4159.2,4158.8,4159.2,4159.2,4159.2,4159.1,4158.7,4158.8,4158.8,4158.8,4158.9,4158.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6182,6182
2025-03-17_13:08:15,48.8,52.8,38.8,89.8,71.0,48.9,52.9,38.9,89.8,29.0,90.9,46.9,40.9,41.9,47.8,39.2,4167.0,4148.7,4148.7,4148.9,4148.8,4148.9,4148.7,4148.9,4148.9,4148.9,4148.9,4148.6,4148.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6221,6221
2025-03-17_13:08:17,48.8,52.8,38.8,89.8,71.0,48.9,52.9,38.9,89.8,30.0,90.8,46.9,40.9,41.9,48.0,39.2,4192.0,4191.9,4191.9,4191.9,4191.9,4191.9,4191.9,4192.0,4191.9,4191.9,4191.9,4191.9,4192.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6221,6221
2025-03-17_13:08:19,48.8,51.8,39.8,89.8,70.0,48.9,51.9,39.9,89.8,29.0,90.5,46.9,40.9,41.9,47.8,39.2,4132.2,4167.1,4167.0,4167.0,4167.0,4167.1,4167.1,4167.1,4167.0,4167.0,4167.0,4167.0,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6261,6261
2025-03-17_13:08:21,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,31.0,90.5,46.9,40.9,41.9,48.0,39.2,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4192.0,4191.9,4192.0,4192.0,4192.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:08:23,48.8,51.8,39.8,89.8,70.0,48.9,51.9,39.9,89.8,32.0,90.8,46.9,40.9,41.9,48.0,39.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.2,4092.1,4092.2,4092.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5617,5617
2025-03-17_13:08:25,48.8,51.8,39.8,89.8,71.0,48.9,51.9,39.9,89.8,31.0,90.8,46.9,40.9,41.9,48.0,39.2,4167.1,4167.1,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:08:27,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.8,46.9,40.9,41.9,48.0,39.2,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.1,4167.0,4167.1,4167.0,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6068,6068
2025-03-17_13:08:29,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.8,46.9,40.9,41.9,48.0,39.2,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.0,4141.8,4142.1,4142.1,4142.1,4142.0,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:08:31,48.8,52.8,39.8,89.8,71.0,48.9,52.9,39.9,89.8,31.0,90.6,46.9,40.9,41.9,48.0,39.2,4167.0,4148.3,4148.3,4148.5,4148.5,4148.4,4148.6,4148.3,4148.3,4148.6,4148.6,4148.3,4148.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:08:33,48.8,52.8,38.8,89.8,71.0,48.9,52.9,38.9,89.8,31.0,90.8,46.9,40.9,41.9,48.0,39.2,4167.0,4167.1,4167.1,4167.0,4167.0,4167.1,4167.1,4167.1,4167.1,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:08:35,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.2,46.9,40.9,41.9,48.0,39.2,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,4167.1,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:08:37,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,29.0,90.4,46.9,40.9,41.9,48.0,39.2,4137.7,4167.0,4167.0,4167.0,4167.0,4167.1,4167.0,4167.0,4167.1,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:08:39,48.8,52.8,38.8,89.8,71.0,48.9,52.9,38.9,89.8,30.0,90.4,46.9,40.9,41.9,48.0,39.2,4167.0,4167.1,4167.1,4167.1,4167.1,4167.1,4167.1,4166.6,4167.1,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6144,6144
2025-03-17_13:08:41,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.4,46.9,40.9,41.9,48.0,39.2,4167.0,4167.0,4167.0,4167.0,4167.0,4167.1,4167.1,4167.0,4167.0,4167.0,4167.0,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6182,6182
2025-03-17_13:08:43,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,30.0,90.4,46.9,40.9,41.9,48.0,39.2,4167.0,4167.1,4167.0,4167.1,4167.1,4167.0,4167.0,4167.0,4167.1,4167.0,4167.0,4167.1,4167.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6068,6068
2025-03-17_13:08:45,48.8,52.8,38.8,89.8,71.0,48.9,52.9,38.9,89.8,30.0,90.5,46.9,40.9,41.9,48.0,39.2,4167.0,4167.0,4167.0,4167.1,4167.0,4167.0,4167.1,4167.0,4167.0,4167.0,4167.0,4167.1,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:08:47,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,29.0,90.4,46.9,40.9,41.9,48.0,39.2,4148.6,4142.0,4142.0,4142.1,4142.1,4142.1,4142.1,4142.1,4142.1,4142.0,4142.1,4142.0,4142.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6182,6182
2025-03-17_13:08:49,48.8,52.8,39.8,89.8,70.0,48.9,52.9,39.9,89.8,29.0,90.2,46.9,40.9,41.9,48.0,39.2,4167.0,4167.0,4167.0,4167.0,4167.0,4166.9,4167.0,4167.0,4167.0,4167.0,4166.9,4167.0,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
2025-03-17_13:08:51,48.8,52.8,39.8,88.8,70.0,48.9,52.9,39.9,88.8,29.0,89.4,46.9,40.9,41.9,48.0,39.2,4167.0,4167.1,4167.0,4167.0,4167.0,4167.0,4167.0,4166.6,4167.0,4167.0,4167.0,4167.1,4167.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6105,6105
